Prahran,10 Doon St,2,h,1560000,S,Jellis,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,5/13 Miller St,1,u,,W,Elite,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,36 Nottingham St,4,h,1935000,S,Biggin,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,42 Spring St,2,h,1592500,S,hockingstuart,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,26 Wrights Tce,2,h,,S,Jellis,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,37 Wrights Tce,3,h,1700000,VB,Jellis,01-09-2018,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,35 Austral Av,2,h,975000,S,Nelson,01-09-2018,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,17 Banool St,3,h,695000,S,Ray,01-09-2018,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,6A Ellison St,3,h,,PI,Nelson,01-09-2018,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,11 Larne Gr,4,h,1262500,S,RW,01-09-2018,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Reservoir,107 Henty St,3,h,895000,S,Stockdale,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1073 High St,3,h,710000,S,Love,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,26A North Rd,3,u,675000,S,Barry,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,4/10 Pershing St,2,u,522000,SP,Nelson,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,27 Pine St,4,h,,S,Nelson,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1 Rose Ct,3,h,681000,S,RW,01-09-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
